rank,cnj,classificacao,score,classe_codigo,classe_nome,total_movs,ano_cnj
1031,0001151-72.2026.8.26.0007,DIREITO_CREDITORIO,0.2640,156,Cumprimento de sentença,7,2026
1032,0005544-68.2025.8.26.0009,DIREITO_CREDITORIO,0.2639,156,Cumprimento de sentença,12,2025
1033,0000515-22.2026.8.26.0132,DIREITO_CREDITORIO,0.2609,156,Cumprimento de sentença,6,2026
1034,0001152-51.2026.8.26.0009,DIREITO_CREDITORIO,0.2609,156,Cumprimento de sentença,6,2026
1035,0001102-25.2026.8.26.0009,DIREITO_CREDITORIO,0.2609,156,Cumprimento de sentença,6,2026
1036,4000356-93.2026.8.26.0137,DIREITO_CREDITORIO,0.2605,156,Cumprimento de sentença,9,2026
1037,4000139-02.2026.8.26.0444,DIREITO_CREDITORIO,0.2605,156,Cumprimento de sentença,9,2026
1038,0000085-23.2026.8.26.0471,DIREITO_CREDITORIO,0.2605,156,Cumprimento de sentença,6,2026
1039,0000586-14.2026.8.26.0006,DIREITO_CREDITORIO,0.2605,156,Cumprimento de sentença,6,2026
1040,0004236-36.2026.8.26.0114,DIREITO_CREDITORIO,0.2605,156,Cumprimento de sentença,6,2026
1041,4027867-80.2026.8.26.0100,DIREITO_CREDITORIO,0.2602,156,Cumprimento de sentença,9,2026
1042,4005466-87.2026.8.26.0003,DIREITO_CREDITORIO,0.2602,156,Cumprimento de sentença,9,2026
1043,0003134-48.2026.8.26.0576,DIREITO_CREDITORIO,0.2578,156,Cumprimento de sentença,5,2026
1044,0002960-39.2026.8.26.0576,DIREITO_CREDITORIO,0.2578,156,Cumprimento de sentença,5,2026
1045,0005101-59.2026.8.26.0114,DIREITO_CREDITORIO,0.2578,156,Cumprimento de sentença,5,2026
1046,0006241-76.2026.8.26.0002,DIREITO_CREDITORIO,0.2578,156,Cumprimento de sentença,5,2026
1047,0001673-41.2026.8.26.0576,DIREITO_CREDITORIO,0.2578,156,Cumprimento de sentença,5,2026
1048,0001174-12.2026.8.26.0009,DIREITO_CREDITORIO,0.2578,156,Cumprimento de sentença,5,2026
1049,0005643-25.2026.8.26.0002,DIREITO_CREDITORIO,0.2574,156,Cumprimento de sentença,5,2026
1050,0000532-91.2026.8.26.0606,DIREITO_CREDITORIO,0.2574,156,Cumprimento de sentença,5,2026
1051,0006229-62.2026.8.26.0002,DIREITO_CREDITORIO,0.2574,156,Cumprimento de sentença,5,2026
1052,0010032-50.2026.8.26.0100,DIREITO_CREDITORIO,0.2574,156,Cumprimento de sentença,5,2026
1053,0006227-92.2026.8.26.0002,DIREITO_CREDITORIO,0.2574,156,Cumprimento de sentença,5,2026
1054,0006324-92.2026.8.26.0002,DIREITO_CREDITORIO,0.2574,156,Cumprimento de sentença,5,2026
1055,0006067-67.2026.8.26.0002,DIREITO_CREDITORIO,0.2574,156,Cumprimento de sentença,5,2026
1056,0006226-10.2026.8.26.0002,DIREITO_CREDITORIO,0.2574,156,Cumprimento de sentença,5,2026
1057,0006064-15.2026.8.26.0002,DIREITO_CREDITORIO,0.2574,156,Cumprimento de sentença,5,2026
1058,0005661-46.2026.8.26.0002,DIREITO_CREDITORIO,0.2574,156,Cumprimento de sentença,5,2026
1059,0006311-93.2026.8.26.0002,DIREITO_CREDITORIO,0.2574,156,Cumprimento de sentença,5,2026
1060,0006270-29.2026.8.26.0002,DIREITO_CREDITORIO,0.2574,156,Cumprimento de sentença,5,2026
1061,0000021-09.2026.8.26.0246,DIREITO_CREDITORIO,0.2574,156,Cumprimento de sentença,5,2026
1062,0000406-42.2026.8.26.0541,DIREITO_CREDITORIO,0.2574,156,Cumprimento de sentença,5,2026
1063,0006383-80.2026.8.26.0002,DIREITO_CREDITORIO,0.2574,156,Cumprimento de sentença,5,2026
1064,0005639-85.2026.8.26.0002,DIREITO_CREDITORIO,0.2574,156,Cumprimento de sentença,5,2026
1065,0012015-84.2026.8.26.0100,DIREITO_CREDITORIO,0.2574,156,Cumprimento de sentença,5,2026
1066,0007418-41.2025.8.26.0348,DIREITO_CREDITORIO,0.2564,156,Cumprimento de sentença,9,2025
1067,4005043-06.2026.8.26.0011,DIREITO_CREDITORIO,0.2564,156,Cumprimento de sentença,8,2026
1068,4000894-68.2026.8.26.0236,DIREITO_CREDITORIO,0.2564,156,Cumprimento de sentença,8,2026
1069,0027345-11.2024.8.26.0224,DIREITO_CREDITORIO,0.2552,156,Cumprimento de sentença,10,2024
1070,4001803-05.2025.8.26.0347,DIREITO_CREDITORIO,0.2537,156,Cumprimento de sentença,8,2025
1071,0013785-76.2025.8.26.0576,DIREITO_CREDITORIO,0.2537,156,Cumprimento de sentença,8,2025
1072,0034204-93.2025.8.26.0002,DIREITO_CREDITORIO,0.2537,156,Cumprimento de sentença,8,2025
1073,0004287-38.2026.8.26.0602,DIREITO_CREDITORIO,0.2522,12078,Cumprimento de Sentença contra a Fazenda Pública,7,2026
1074,4000846-20.2025.8.26.0471,DIREITO_CREDITORIO,0.2509,156,Cumprimento de sentença,10,2025
1075,0029000-23.2025.8.26.0114,DIREITO_CREDITORIO,0.2509,156,Cumprimento de sentença,7,2025
1076,0000109-71.2025.8.26.0411,DIREITO_CREDITORIO,0.2509,156,Cumprimento de sentença,7,2025
1077,0000016-31.2025.8.26.0081,DIREITO_CREDITORIO,0.2509,156,Cumprimento de sentença,7,2025
1078,4001140-73.2025.8.26.0115,DIREITO_CREDITORIO,0.2480,156,Cumprimento de sentença,9,2025
1079,0001970-84.2026.8.26.0564,DIREITO_CREDITORIO,0.2475,156,Cumprimento de sentença,6,2026
1080,0005113-86.2025.8.26.0606,DIREITO_CREDITORIO,0.2439,156,Cumprimento de sentença,8,2025
1081,0004360-42.2019.8.26.0606,DIREITO_CREDITORIO,0.2426,12078,Cumprimento de Sentença contra a Fazenda Pública,17,2019
1082,4001864-73.2026.8.26.0008,DIREITO_CREDITORIO,0.2422,156,Cumprimento de sentença,5,2026
1083,0001638-60.2026.8.26.0001,DIREITO_CREDITORIO,0.2422,156,Cumprimento de sentença,5,2026
1084,0001920-03.2024.8.26.0411,DIREITO_CREDITORIO,0.2414,156,Cumprimento de sentença,8,2024
1085,0039133-09.2024.8.26.0002,DIREITO_CREDITORIO,0.2414,156,Cumprimento de sentença,8,2024
1086,0024859-53.2024.8.26.0224,DIREITO_CREDITORIO,0.2361,156,Cumprimento de sentença,6,2024
1087,0008093-16.2019.8.26.0606,DIREITO_CREDITORIO,0.2360,12078,Cumprimento de Sentença contra a Fazenda Pública,16,2019
1088,4000090-16.2026.8.26.0264,DIREITO_CREDITORIO,0.2360,156,Cumprimento de sentença,4,2026
1089,0001187-63.2026.8.26.0606,DIREITO_CREDITORIO,0.2360,156,Cumprimento de sentença,4,2026
1090,4000091-98.2026.8.26.0264,DIREITO_CREDITORIO,0.2360,156,Cumprimento de sentença,4,2026
1091,4000092-83.2026.8.26.0264,DIREITO_CREDITORIO,0.2360,156,Cumprimento de sentença,4,2026
1092,0004662-38.2024.8.26.0625,DIREITO_CREDITORIO,0.2352,156,Cumprimento de sentença,6,2024
1093,0000110-59.1993.8.26.0126,DIREITO_CREDITORIO,0.2329,156,Cumprimento de sentença,384,1993
1094,0027210-04.2025.8.26.0114,DIREITO_CREDITORIO,0.2297,156,Cumprimento de sentença,5,2025
1095,0025850-34.2025.8.26.0114,DIREITO_CREDITORIO,0.2297,156,Cumprimento de sentença,5,2025
1096,4005524-20.2026.8.26.0576,DIREITO_CREDITORIO,0.2289,156,Cumprimento de sentença,3,2026
1097,4005513-88.2026.8.26.0576,DIREITO_CREDITORIO,0.2289,156,Cumprimento de sentença,3,2026
1098,0000365-58.2026.8.26.0191,DIREITO_CREDITORIO,0.2280,156,Cumprimento de sentença,3,2026
1099,0029502-93.2024.8.26.0114,DIREITO_CREDITORIO,0.2240,156,Cumprimento de sentença,6,2024
1100,0002269-23.2001.8.26.0278,DIREITO_CREDITORIO,0.2216,156,Cumprimento de sentença,137,2001
1101,4004987-93.2026.8.26.0068,DIREITO_CREDITORIO,0.2196,156,Cumprimento de sentença,2,2026
1102,0001190-18.2026.8.26.0606,DIREITO_CREDITORIO,0.2196,156,Cumprimento de sentença,2,2026
1103,0008096-68.2019.8.26.0606,DIREITO_CREDITORIO,0.2068,12078,Cumprimento de Sentença contra a Fazenda Pública,12,2019
1104,0006675-81.2024.8.26.0278,DIREITO_CREDITORIO,0.2060,156,Cumprimento de sentença,3,2024
