rank,cnj,classificacao,score,classe_codigo,classe_nome,total_movs,ano_cnj
783,0001071-66.2026.8.26.0506,DIREITO_CREDITORIO,0.3423,156,Cumprimento de sentença,19,2026
784,0000564-48.2024.8.26.0095,DIREITO_CREDITORIO,0.3422,156,Cumprimento de sentença,25,2024
785,0000632-81.2026.8.26.0562,DIREITO_CREDITORIO,0.3417,156,Cumprimento de sentença,20,2026
786,0000908-78.2025.8.26.0229,DIREITO_CREDITORIO,0.3416,156,Cumprimento de sentença,21,2025
787,0007298-48.2025.8.26.0008,DIREITO_CREDITORIO,0.3416,156,Cumprimento de sentença,21,2025
788,0010355-86.2025.8.26.0004,DIREITO_CREDITORIO,0.3416,156,Cumprimento de sentença,15,2025
789,0012435-26.2025.8.26.0003,DIREITO_CREDITORIO,0.3415,156,Cumprimento de sentença,25,2025
790,0004022-27.2025.8.26.0099,DIREITO_CREDITORIO,0.3412,156,Cumprimento de sentença,25,2025
791,0000576-18.2023.8.26.0606,DIREITO_CREDITORIO,0.3409,156,Cumprimento de sentença,31,2023
792,0012393-42.2023.8.26.0004,DIREITO_CREDITORIO,0.3409,156,Cumprimento de sentença,31,2023
793,0000065-79.2026.8.26.0132,DIREITO_CREDITORIO,0.3404,156,Cumprimento de sentença,16,2026
794,0000668-54.2026.8.26.0100,DIREITO_CREDITORIO,0.3400,156,Cumprimento de sentença,16,2026
795,0006356-58.2025.8.26.0576,DIREITO_CREDITORIO,0.3399,156,Cumprimento de sentença,26,2025
796,0028330-46.2010.8.26.0005,DIREITO_CREDITORIO,0.3397,156,Cumprimento de sentença,175,2010
797,0015754-29.2025.8.26.0576,DIREITO_CREDITORIO,0.3397,156,Cumprimento de sentença,22,2025
798,0008644-68.2025.8.26.0223,DIREITO_CREDITORIO,0.3397,156,Cumprimento de sentença,22,2025
799,0015463-89.2025.8.26.0071,DIREITO_CREDITORIO,0.3392,156,Cumprimento de sentença,22,2025
800,1000384-54.2024.8.26.0470,DIREITO_CREDITORIO,0.3391,156,Cumprimento de sentença,26,2024
801,4022774-31.2025.8.26.0114,DIREITO_CREDITORIO,0.3389,156,Cumprimento de sentença,27,2025
802,0014578-43.2025.8.26.0405,DIREITO_CREDITORIO,0.3381,156,Cumprimento de sentença,19,2025
803,0004051-77.2025.8.26.0002,DIREITO_CREDITORIO,0.3377,156,Cumprimento de sentença,23,2025
804,0035303-98.2025.8.26.0002,DIREITO_CREDITORIO,0.3377,156,Cumprimento de sentença,23,2025
805,0011247-25.2025.8.26.0576,DIREITO_CREDITORIO,0.3376,156,Cumprimento de sentença,19,2025
806,0003747-12.2025.8.26.0606,DIREITO_CREDITORIO,0.3376,156,Cumprimento de sentença,19,2025
807,0001445-24.2025.8.26.0472,DIREITO_CREDITORIO,0.3373,156,Cumprimento de sentença,23,2025
808,4000060-76.2026.8.26.0200,DIREITO_CREDITORIO,0.3362,156,Cumprimento de sentença,18,2026
809,0007930-11.2025.8.26.0320,DIREITO_CREDITORIO,0.3361,156,Cumprimento de sentença,24,2025
810,0000295-81.2026.8.26.0016,DIREITO_CREDITORIO,0.3357,156,Cumprimento de sentença,18,2026
811,4005748-83.2026.8.26.0114,DIREITO_CREDITORIO,0.3357,156,Cumprimento de sentença,18,2026
812,0011353-47.2025.8.26.0071,DIREITO_CREDITORIO,0.3355,156,Cumprimento de sentença,20,2025
813,0000870-74.2026.8.26.0506,DIREITO_CREDITORIO,0.3351,156,Cumprimento de sentença,18,2026
814,0002050-85.2025.8.26.0272,DIREITO_CREDITORIO,0.3350,156,Cumprimento de sentença,20,2025
815,0000177-11.2026.8.26.0306,DIREITO_CREDITORIO,0.3345,156,Cumprimento de sentença,14,2026
816,0001908-79.2023.8.26.0360,DIREITO_CREDITORIO,0.3341,156,Cumprimento de sentença,23,2023
817,0008586-57.2025.8.26.0161,DIREITO_CREDITORIO,0.3337,156,Cumprimento de sentença,17,2025
818,0009571-45.2008.8.26.0606,DIREITO_CREDITORIO,0.3335,156,Cumprimento de sentença,201,2008
819,0009260-18.2025.8.26.0005,DIREITO_CREDITORIO,0.3334,156,Cumprimento de sentença,21,2025
820,0020872-39.2024.8.26.0602,DIREITO_CREDITORIO,0.3333,12078,Cumprimento de Sentença contra a Fazenda Pública,19,2024
821,0011219-24.2025.8.26.0005,DIREITO_CREDITORIO,0.3332,156,Cumprimento de sentença,17,2025
822,0024925-83.2025.8.26.0002,DIREITO_CREDITORIO,0.3332,156,Cumprimento de sentença,17,2025
823,0014191-58.2003.8.26.0224,DIREITO_CREDITORIO,0.3332,156,Cumprimento de sentença,339,2003
824,0028861-19.2025.8.26.0002,DIREITO_CREDITORIO,0.3329,156,Cumprimento de sentença,27,2025
825,0880791-51.1999.8.26.0100,DIREITO_CREDITORIO,0.3316,156,Cumprimento de sentença,496,1999
826,0003102-05.2025.8.26.0309,DIREITO_CREDITORIO,0.3313,156,Cumprimento de sentença,22,2025
827,0003952-94.2025.8.26.0071,DIREITO_CREDITORIO,0.3309,156,Cumprimento de sentença,18,2025
828,0000521-66.2026.8.26.0637,DIREITO_CREDITORIO,0.3305,12078,Cumprimento de Sentença contra a Fazenda Pública,22,2026
829,0000511-22.2026.8.26.0637,DIREITO_CREDITORIO,0.3305,12078,Cumprimento de Sentença contra a Fazenda Pública,22,2026
830,0000512-07.2026.8.26.0637,DIREITO_CREDITORIO,0.3305,12078,Cumprimento de Sentença contra a Fazenda Pública,22,2026
831,0000513-89.2026.8.26.0637,DIREITO_CREDITORIO,0.3305,12078,Cumprimento de Sentença contra a Fazenda Pública,22,2026
832,0003809-03.2024.8.26.0278,DIREITO_CREDITORIO,0.3304,156,Cumprimento de sentença,23,2024
833,0012155-61.2025.8.26.0001,DIREITO_CREDITORIO,0.3304,156,Cumprimento de sentença,18,2025
834,0008061-49.2025.8.26.0008,DIREITO_CREDITORIO,0.3304,156,Cumprimento de sentença,18,2025
835,0003707-27.2025.8.26.0704,DIREITO_CREDITORIO,0.3287,156,Cumprimento de sentença,19,2025
836,0000056-04.2026.8.26.0008,DIREITO_CREDITORIO,0.3282,156,Cumprimento de sentença,17,2026
837,0003626-16.2026.8.26.0002,DIREITO_CREDITORIO,0.3275,156,Cumprimento de sentença,17,2026
838,4001263-26.2026.8.26.0248,DIREITO_CREDITORIO,0.3265,156,Cumprimento de sentença,19,2026
839,0003554-63.2025.8.26.0099,DIREITO_CREDITORIO,0.3265,156,Cumprimento de sentença,20,2025
840,0003412-20.2024.8.26.0576,DIREITO_CREDITORIO,0.3261,156,Cumprimento de sentença,18,2024
841,4001823-81.2026.8.26.0566,DIREITO_CREDITORIO,0.3260,156,Cumprimento de sentença,20,2026
842,4000507-52.2026.8.26.0010,DIREITO_CREDITORIO,0.3260,156,Cumprimento de sentença,20,2026
843,0006464-26.2025.8.26.0079,DIREITO_CREDITORIO,0.3253,156,Cumprimento de sentença,16,2025
844,0014905-69.2011.8.26.0278,DIREITO_CREDITORIO,0.3252,156,Cumprimento de sentença,110,2011
845,0002922-68.2025.8.26.0606,DIREITO_CREDITORIO,0.3251,156,Cumprimento de sentença,21,2025
846,0002449-57.2026.8.26.0506,DIREITO_CREDITORIO,0.3248,156,Cumprimento de sentença,13,2026
847,0000517-29.2026.8.26.0637,DIREITO_CREDITORIO,0.3243,12078,Cumprimento de Sentença contra a Fazenda Pública,21,2026
848,0000518-14.2026.8.26.0637,DIREITO_CREDITORIO,0.3243,12078,Cumprimento de Sentença contra a Fazenda Pública,21,2026
849,0000510-37.2026.8.26.0637,DIREITO_CREDITORIO,0.3243,12078,Cumprimento de Sentença contra a Fazenda Pública,21,2026
850,0000515-59.2026.8.26.0637,DIREITO_CREDITORIO,0.3243,12078,Cumprimento de Sentença contra a Fazenda Pública,21,2026
851,0000514-74.2026.8.26.0637,DIREITO_CREDITORIO,0.3243,12078,Cumprimento de Sentença contra a Fazenda Pública,21,2026
852,0000516-44.2026.8.26.0637,DIREITO_CREDITORIO,0.3243,12078,Cumprimento de Sentença contra a Fazenda Pública,21,2026
853,4004576-20.2025.8.26.0348,DIREITO_CREDITORIO,0.3237,156,Cumprimento de sentença,23,2025
854,0000171-53.2025.8.26.0010,DIREITO_CREDITORIO,0.3233,156,Cumprimento de sentença,17,2025
855,0032543-79.2025.8.26.0002,DIREITO_CREDITORIO,0.3233,156,Cumprimento de sentença,17,2025
856,0015057-20.2011.8.26.0278,DIREITO_CREDITORIO,0.3232,156,Cumprimento de sentença,127,2011
857,1000223-10.2025.8.26.0470,DIREITO_CREDITORIO,0.3229,156,Cumprimento de sentença,13,2025
858,0010995-41.2025.8.26.0602,DIREITO_CREDITORIO,0.3222,156,Cumprimento de sentença,17,2025
859,0011937-23.2025.8.26.0554,DIREITO_CREDITORIO,0.3222,156,Cumprimento de sentença,17,2025
860,0002847-71.2025.8.26.0010,DIREITO_CREDITORIO,0.3222,156,Cumprimento de sentença,17,2025
861,0019823-35.2025.8.26.0114,DIREITO_CREDITORIO,0.3215,156,Cumprimento de sentença,18,2025
862,0004755-90.2025.8.26.0099,DIREITO_CREDITORIO,0.3211,156,Cumprimento de sentença,18,2025
863,3013888-98.2013.8.26.0302,DIREITO_CREDITORIO,0.3211,156,Cumprimento de sentença,98,2013
864,0000065-45.2026.8.26.0111,DIREITO_CREDITORIO,0.3207,156,Cumprimento de sentença,16,2026
865,0000038-62.2026.8.26.0111,DIREITO_CREDITORIO,0.3207,156,Cumprimento de sentença,16,2026
866,0000028-18.2026.8.26.0111,DIREITO_CREDITORIO,0.3207,156,Cumprimento de sentença,16,2026
867,0000711-96.2024.8.26.0120,DIREITO_CREDITORIO,0.3204,156,Cumprimento de sentença,20,2024
868,0002031-04.2024.8.26.0082,DIREITO_CREDITORIO,0.3204,156,Cumprimento de sentença,20,2024
869,0002384-36.2025.8.26.0526,DIREITO_CREDITORIO,0.3202,156,Cumprimento de sentença,19,2025
870,4001463-68.2026.8.26.0010,DIREITO_CREDITORIO,0.3201,156,Cumprimento de sentença,17,2026
871,4005088-89.2026.8.26.0114,DIREITO_CREDITORIO,0.3198,156,Cumprimento de sentença,18,2026
872,0006940-92.2025.8.26.0005,DIREITO_CREDITORIO,0.3197,156,Cumprimento de sentença,19,2025
873,4003997-69.2026.8.26.0564,DIREITO_CREDITORIO,0.3197,156,Cumprimento de sentença,19,2026
874,0000048-47.2026.8.26.0648,DIREITO_CREDITORIO,0.3197,156,Cumprimento de sentença,17,2026
875,0009496-16.2023.8.26.0562,DIREITO_CREDITORIO,0.3196,156,Cumprimento de sentença,25,2023
876,4000731-46.2025.8.26.0132,DIREITO_CREDITORIO,0.3191,156,Cumprimento de sentença,20,2025
877,4001283-11.2025.8.26.0132,DIREITO_CREDITORIO,0.3191,156,Cumprimento de sentença,20,2025
878,0001456-53.2025.8.26.0472,DIREITO_CREDITORIO,0.3187,156,Cumprimento de sentença,20,2025
879,0016588-60.2025.8.26.0114,DIREITO_CREDITORIO,0.3179,156,Cumprimento de sentença,21,2025
880,0008349-35.2023.8.26.0309,DIREITO_CREDITORIO,0.3172,156,Cumprimento de sentença,26,2023
881,0015335-51.2025.8.26.0562,DIREITO_CREDITORIO,0.3144,156,Cumprimento de sentença,16,2025
882,0021314-49.2025.8.26.0576,DIREITO_CREDITORIO,0.3144,156,Cumprimento de sentença,16,2025
883,0008655-44.2026.8.26.0100,DIREITO_CREDITORIO,0.3142,156,Cumprimento de sentença,12,2026
884,0023545-49.2025.8.26.0576,DIREITO_CREDITORIO,0.3141,156,Cumprimento de sentença,17,2025
885,0002596-57.2025.8.26.0526,DIREITO_CREDITORIO,0.3141,156,Cumprimento de sentença,17,2025
886,0000403-60.2026.8.26.0453,DIREITO_CREDITORIO,0.3135,156,Cumprimento de sentença,13,2026
887,0047443-64.2025.8.26.0100,DIREITO_CREDITORIO,0.3131,156,Cumprimento de sentença,17,2025
888,0004272-69.2026.8.26.0602,DIREITO_CREDITORIO,0.3130,12078,Cumprimento de Sentença contra a Fazenda Pública,13,2026
889,0008221-21.2023.8.26.0016,DIREITO_CREDITORIO,0.3128,156,Cumprimento de sentença,21,2023
890,0000448-50.2026.8.26.0005,DIREITO_CREDITORIO,0.3128,156,Cumprimento de sentença,14,2026
891,0003879-19.2025.8.26.0073,DIREITO_CREDITORIO,0.3127,156,Cumprimento de sentença,18,2025
892,0010831-24.2025.8.26.0005,DIREITO_CREDITORIO,0.3127,156,Cumprimento de sentença,18,2025
893,4001788-30.2026.8.26.0079,DIREITO_CREDITORIO,0.3123,156,Cumprimento de sentença,16,2026
894,4005208-35.2026.8.26.0114,DIREITO_CREDITORIO,0.3123,156,Cumprimento de sentença,16,2026
895,0000348-62.2026.8.26.0016,DIREITO_CREDITORIO,0.3123,156,Cumprimento de sentença,14,2026
896,0002741-81.2025.8.26.0278,DIREITO_CREDITORIO,0.3121,156,Cumprimento de sentença,19,2025
897,0005800-07.2025.8.26.0269,DIREITO_CREDITORIO,0.3121,156,Cumprimento de sentença,19,2025
898,4002201-49.2026.8.26.0077,DIREITO_CREDITORIO,0.3119,156,Cumprimento de sentença,16,2026
899,0001332-07.2024.8.26.0472,DIREITO_CREDITORIO,0.3109,156,Cumprimento de sentença,16,2024
900,0003866-67.2024.8.26.0198,DIREITO_CREDITORIO,0.3090,156,Cumprimento de sentença,17,2024
901,0009580-68.2025.8.26.0005,DIREITO_CREDITORIO,0.3086,156,Cumprimento de sentença,14,2025
902,0001534-36.2025.8.26.0411,DIREITO_CREDITORIO,0.3082,156,Cumprimento de sentença,14,2025
903,0006700-44.2025.8.26.0348,DIREITO_CREDITORIO,0.3082,156,Cumprimento de sentença,14,2025
904,0007003-50.2022.8.26.0320,DIREITO_CREDITORIO,0.3079,156,Cumprimento de sentença,27,2022
905,0013086-74.2025.8.26.0224,DIREITO_CREDITORIO,0.3073,156,Cumprimento de sentença,15,2025
906,0025180-93.2025.8.26.0114,DIREITO_CREDITORIO,0.3073,156,Cumprimento de sentença,15,2025
907,0002497-87.2025.8.26.0526,DIREITO_CREDITORIO,0.3073,156,Cumprimento de sentença,15,2025
908,0002899-16.2025.8.26.0318,DIREITO_CREDITORIO,0.3064,156,Cumprimento de sentença,16,2025
909,0015934-81.2025.8.26.0564,DIREITO_CREDITORIO,0.3062,156,Cumprimento de sentença,15,2025
910,4007832-02.2026.8.26.0003,DIREITO_CREDITORIO,0.3061,156,Cumprimento de sentença,9,2026
911,0006177-32.2025.8.26.0348,DIREITO_CREDITORIO,0.3060,156,Cumprimento de sentença,16,2025
912,0000510-63.2024.8.26.0263,DIREITO_CREDITORIO,0.3059,156,Cumprimento de sentença,19,2024
913,0001585-37.2025.8.26.0576,DIREITO_CREDITORIO,0.3059,156,Cumprimento de sentença,17,2025
914,0016385-70.2025.8.26.0576,DIREITO_CREDITORIO,0.3059,156,Cumprimento de sentença,17,2025
915,0004309-69.2024.8.26.0278,DIREITO_CREDITORIO,0.3055,156,Cumprimento de sentença,19,2024
916,0008008-68.2025.8.26.0008,DIREITO_CREDITORIO,0.3055,156,Cumprimento de sentença,17,2025
917,0007965-68.2025.8.26.0223,DIREITO_CREDITORIO,0.3055,156,Cumprimento de sentença,17,2025
918,0001631-87.2025.8.26.0394,DIREITO_CREDITORIO,0.3055,156,Cumprimento de sentença,17,2025
919,0010307-30.2025.8.26.0004,DIREITO_CREDITORIO,0.3048,156,Cumprimento de sentença,10,2025
920,0001380-34.2026.8.26.0071,DIREITO_CREDITORIO,0.3048,156,Cumprimento de sentença,10,2026
921,0012031-38.2026.8.26.0100,DIREITO_CREDITORIO,0.3048,156,Cumprimento de sentença,10,2026
922,0008918-76.2026.8.26.0100,DIREITO_CREDITORIO,0.3048,156,Cumprimento de sentença,10,2026
923,0007144-11.2026.8.26.0100,DIREITO_CREDITORIO,0.3048,156,Cumprimento de sentença,10,2026
924,0001261-68.2026.8.26.0008,DIREITO_CREDITORIO,0.3044,156,Cumprimento de sentença,10,2026
925,4002660-98.2026.8.26.0223,DIREITO_CREDITORIO,0.3042,156,Cumprimento de sentença,15,2026
926,0001388-15.2026.8.26.0005,DIREITO_CREDITORIO,0.3039,156,Cumprimento de sentença,11,2026
927,4003315-23.2026.8.26.0562,DIREITO_CREDITORIO,0.3037,156,Cumprimento de sentença,16,2026
928,0000768-03.2026.8.26.0005,DIREITO_CREDITORIO,0.3035,156,Cumprimento de sentença,12,2026
929,0001285-08.2026.8.26.0005,DIREITO_CREDITORIO,0.3035,156,Cumprimento de sentença,12,2026
930,0009355-20.2026.8.26.0100,DIREITO_CREDITORIO,0.3035,156,Cumprimento de sentença,12,2026
931,0001557-41.2026.8.26.0477,DIREITO_CREDITORIO,0.3035,156,Cumprimento de sentença,11,2026
932,0000557-31.2026.8.26.0016,DIREITO_CREDITORIO,0.3031,156,Cumprimento de sentença,12,2026
933,0000174-95.2026.8.26.0002,DIREITO_CREDITORIO,0.3031,156,Cumprimento de sentença,12,2026
934,0000326-08.2026.8.26.0338,DIREITO_CREDITORIO,0.3031,156,Cumprimento de sentença,12,2026
935,0003594-11.2026.8.26.0002,DIREITO_CREDITORIO,0.3031,156,Cumprimento de sentença,12,2026
936,0000291-48.2026.8.26.0338,DIREITO_CREDITORIO,0.3031,156,Cumprimento de sentença,12,2026
937,0001689-37.2026.8.26.0562,DIREITO_CREDITORIO,0.3027,156,Cumprimento de sentença,14,2026
938,0015909-64.1998.8.26.0451,DIREITO_CREDITORIO,0.2999,156,Cumprimento de sentença,451,1998
939,0008765-72.2024.8.26.0016,DIREITO_CREDITORIO,0.2996,156,Cumprimento de sentença,17,2024
940,0272816-21.1999.8.26.0005,DIREITO_CREDITORIO,0.2985,156,Cumprimento de sentença,413,1999
941,0001831-45.2022.8.26.0606,DIREITO_CREDITORIO,0.2983,156,Cumprimento de sentença,21,2022
942,0041983-96.2025.8.26.0100,DIREITO_CREDITORIO,0.2980,156,Cumprimento de sentença,17,2025
943,0004458-31.2025.8.26.0278,DIREITO_CREDITORIO,0.2979,156,Cumprimento de sentença,16,2025
944,0015817-90.2025.8.26.0564,DIREITO_CREDITORIO,0.2976,156,Cumprimento de sentença,14,2025
945,4004088-02.2026.8.26.0002,DIREITO_CREDITORIO,0.2967,156,Cumprimento de sentença,15,2026
946,0000153-47.2026.8.26.0123,DIREITO_CREDITORIO,0.2967,156,Cumprimento de sentença,15,2026
947,0000428-68.2026.8.26.0002,DIREITO_CREDITORIO,0.2937,156,Cumprimento de sentença,12,2026
948,0000301-02.2026.8.26.0368,DIREITO_CREDITORIO,0.2937,12078,Cumprimento de Sentença contra a Fazenda Pública,12,2026
949,0002275-10.2024.8.26.0606,DIREITO_CREDITORIO,0.2929,12078,Cumprimento de Sentença contra a Fazenda Pública,15,2024
950,0000437-98.2026.8.26.0529,DIREITO_CREDITORIO,0.2929,156,Cumprimento de sentença,11,2026
951,0004405-14.2026.8.26.0602,DIREITO_CREDITORIO,0.2925,12078,Cumprimento de Sentença contra a Fazenda Pública,11,2026
952,0000219-15.2026.8.26.0224,DIREITO_CREDITORIO,0.2925,156,Cumprimento de sentença,11,2026
953,0000820-78.2026.8.26.0011,DIREITO_CREDITORIO,0.2922,156,Cumprimento de sentença,9,2026
954,0008224-10.2026.8.26.0100,DIREITO_CREDITORIO,0.2922,156,Cumprimento de sentença,9,2026
955,0000028-20.2026.8.26.0466,DIREITO_CREDITORIO,0.2922,156,Cumprimento de sentença,9,2026
956,0000929-22.2026.8.26.0002,DIREITO_CREDITORIO,0.2922,156,Cumprimento de sentença,9,2026
957,0001568-59.2024.8.26.0471,DIREITO_CREDITORIO,0.2921,156,Cumprimento de sentença,16,2024
958,0009743-20.2026.8.26.0100,DIREITO_CREDITORIO,0.2920,156,Cumprimento de sentença,10,2026
959,0000439-31.2026.8.26.0606,DIREITO_CREDITORIO,0.2920,156,Cumprimento de sentença,10,2026
960,0000855-56.2026.8.26.0005,DIREITO_CREDITORIO,0.2918,156,Cumprimento de sentença,9,2026
961,0001433-15.2026.8.26.0071,DIREITO_CREDITORIO,0.2918,156,Cumprimento de sentença,9,2026
962,0002194-03.2020.8.26.0606,DIREITO_CREDITORIO,0.2910,12078,Cumprimento de Sentença contra a Fazenda Pública,23,2020
963,0021118-79.2025.8.26.0576,DIREITO_CREDITORIO,0.2900,156,Cumprimento de sentença,11,2025
964,0025653-51.2025.8.26.0576,DIREITO_CREDITORIO,0.2900,156,Cumprimento de sentença,11,2025
965,0005029-02.2025.8.26.0278,DIREITO_CREDITORIO,0.2899,156,Cumprimento de sentença,15,2025
966,0006978-04.2025.8.26.0006,DIREITO_CREDITORIO,0.2899,156,Cumprimento de sentença,14,2025
967,0002781-95.2025.8.26.0526,DIREITO_CREDITORIO,0.2896,156,Cumprimento de sentença,13,2025
968,0006390-52.2025.8.26.0020,DIREITO_CREDITORIO,0.2896,156,Cumprimento de sentença,13,2025
969,0009021-39.2025.8.26.0320,DIREITO_CREDITORIO,0.2896,156,Cumprimento de sentença,13,2025
970,0004850-89.2025.8.26.0077,DIREITO_CREDITORIO,0.2896,156,Cumprimento de sentença,11,2025
971,0004647-92.2025.8.26.0606,DIREITO_CREDITORIO,0.2895,156,Cumprimento de sentença,14,2025
972,0063315-22.2025.8.26.0100,DIREITO_CREDITORIO,0.2895,156,Cumprimento de sentença,14,2025
973,0021993-49.2025.8.26.0576,DIREITO_CREDITORIO,0.2895,156,Cumprimento de sentença,14,2025
974,4000138-43.2026.8.26.0306,DIREITO_CREDITORIO,0.2895,156,Cumprimento de sentença,15,2026
975,0028649-92.2025.8.26.0100,DIREITO_CREDITORIO,0.2886,156,Cumprimento de sentença,13,2025
976,4035704-89.2026.8.26.0100,DIREITO_CREDITORIO,0.2862,156,Cumprimento de sentença,13,2026
977,4000045-10.2026.8.26.0200,DIREITO_CREDITORIO,0.2850,156,Cumprimento de sentença,12,2026
978,0000086-73.2024.8.26.0278,DIREITO_CREDITORIO,0.2846,12078,Cumprimento de Sentença contra a Fazenda Pública,14,2024
979,0057235-76.2024.8.26.0100,DIREITO_CREDITORIO,0.2846,156,Cumprimento de sentença,14,2024
980,0005367-78.2024.8.26.0223,DIREITO_CREDITORIO,0.2846,156,Cumprimento de sentença,14,2024
981,0001287-03.2024.8.26.0472,DIREITO_CREDITORIO,0.2842,156,Cumprimento de sentença,16,2024
982,4000298-16.2025.8.26.0270,DIREITO_CREDITORIO,0.2831,156,Cumprimento de sentença,15,2025
983,4004425-82.2026.8.26.0004,DIREITO_CREDITORIO,0.2829,156,Cumprimento de sentença,11,2026
984,0000354-45.2026.8.26.0606,DIREITO_CREDITORIO,0.2817,156,Cumprimento de sentença,10,2026
985,0026421-39.2024.8.26.0114,DIREITO_CREDITORIO,0.2816,156,Cumprimento de sentença,8,2024
986,0000621-65.2026.8.26.0008,DIREITO_CREDITORIO,0.2813,156,Cumprimento de sentença,10,2026
987,4000241-34.2026.8.26.0279,DIREITO_CREDITORIO,0.2812,156,Cumprimento de sentença,14,2026
988,0000842-83.2025.8.26.0137,DIREITO_CREDITORIO,0.2806,156,Cumprimento de sentença,13,2025
989,0008859-18.2025.8.26.0361,DIREITO_CREDITORIO,0.2806,156,Cumprimento de sentença,13,2025
990,0000264-51.2026.8.26.0472,DIREITO_CREDITORIO,0.2801,156,Cumprimento de sentença,9,2026
991,0003430-78.2025.8.26.0229,DIREITO_CREDITORIO,0.2797,156,Cumprimento de sentença,12,2025
992,0001389-69.2026.8.26.0564,DIREITO_CREDITORIO,0.2797,156,Cumprimento de sentença,9,2026
993,0000329-60.2026.8.26.0338,DIREITO_CREDITORIO,0.2797,156,Cumprimento de sentença,9,2026
994,0007966-61.2025.8.26.0576,DIREITO_CREDITORIO,0.2794,156,Cumprimento de sentença,11,2025
995,0013100-48.2025.8.26.0001,DIREITO_CREDITORIO,0.2794,156,Cumprimento de sentença,11,2025
996,0014515-87.2025.8.26.0576,DIREITO_CREDITORIO,0.2794,156,Cumprimento de sentença,11,2025
997,0024621-11.2025.8.26.0576,DIREITO_CREDITORIO,0.2794,156,Cumprimento de sentença,11,2025
998,1003433-15.2025.8.26.0100,DIREITO_CREDITORIO,0.2790,156,Cumprimento de sentença,11,2025
999,0005172-74.2025.8.26.0606,DIREITO_CREDITORIO,0.2790,156,Cumprimento de sentença,11,2025
1000,0008090-14.2025.8.26.0004,DIREITO_CREDITORIO,0.2788,156,Cumprimento de sentença,10,2025
1001,0005676-12.2026.8.26.0100,DIREITO_CREDITORIO,0.2786,156,Cumprimento de sentença,8,2026
1002,0009308-75.2025.8.26.0037,DIREITO_CREDITORIO,0.2784,156,Cumprimento de sentença,11,2025
1003,4004159-92.2025.8.26.0566,DIREITO_CREDITORIO,0.2779,156,Cumprimento de sentença,16,2025
1004,0000310-90.2026.8.26.0132,DIREITO_CREDITORIO,0.2775,156,Cumprimento de sentença,7,2026
1005,4001128-61.2026.8.26.0006,DIREITO_CREDITORIO,0.2772,156,Cumprimento de sentença,12,2026
1006,4029363-47.2026.8.26.0100,DIREITO_CREDITORIO,0.2768,156,Cumprimento de sentença,12,2026
1007,0004571-09.2024.8.26.0152,DIREITO_CREDITORIO,0.2764,156,Cumprimento de sentença,14,2024
1008,0014892-81.2024.8.26.0224,DIREITO_CREDITORIO,0.2764,156,Cumprimento de sentença,14,2024
1009,0003731-92.2024.8.26.0606,DIREITO_CREDITORIO,0.2758,156,Cumprimento de sentença,12,2024
1010,0061664-86.2024.8.26.0100,DIREITO_CREDITORIO,0.2758,156,Cumprimento de sentença,12,2024
1011,0005986-03.2024.8.26.0451,DIREITO_CREDITORIO,0.2754,156,Cumprimento de sentença,14,2024
1012,0000453-44.2026.8.26.0079,DIREITO_CREDITORIO,0.2748,156,Cumprimento de sentença,11,2026
1013,4046035-33.2026.8.26.0100,DIREITO_CREDITORIO,0.2744,156,Cumprimento de sentença,11,2026
1014,4000533-58.2026.8.26.0072,DIREITO_CREDITORIO,0.2744,156,Cumprimento de sentença,11,2026
1015,0002063-28.2020.8.26.0606,DIREITO_CREDITORIO,0.2739,12078,Cumprimento de Sentença contra a Fazenda Pública,29,2020
1016,4002964-68.2025.8.26.0438,DIREITO_CREDITORIO,0.2729,156,Cumprimento de sentença,13,2025
1017,4002877-15.2026.8.26.0071,DIREITO_CREDITORIO,0.2723,156,Cumprimento de sentença,10,2026
1018,0034891-70.2025.8.26.0002,DIREITO_CREDITORIO,0.2713,156,Cumprimento de sentença,12,2025
1019,0038085-73.2001.8.26.0114,DIREITO_CREDITORIO,0.2693,156,Cumprimento de sentença,242,2001
1020,0003822-29.2026.8.26.0602,DIREITO_CREDITORIO,0.2693,12078,Cumprimento de Sentença contra a Fazenda Pública,9,2026
1021,0006637-50.2026.8.26.0100,DIREITO_CREDITORIO,0.2693,156,Cumprimento de sentença,9,2026
1022,0000482-27.2026.8.26.0554,DIREITO_CREDITORIO,0.2693,156,Cumprimento de sentença,9,2026
1023,0005731-60.2026.8.26.0100,DIREITO_CREDITORIO,0.2693,156,Cumprimento de sentença,9,2026
1024,0024763-04.2025.8.26.0224,DIREITO_CREDITORIO,0.2681,156,Cumprimento de sentença,10,2025
1025,0008572-57.2024.8.26.0016,DIREITO_CREDITORIO,0.2669,156,Cumprimento de sentença,12,2024
1026,0005372-78.2025.8.26.0510,DIREITO_CREDITORIO,0.2669,156,Cumprimento de sentença,9,2025
1027,0002747-61.2026.8.26.0405,DIREITO_CREDITORIO,0.2669,156,Cumprimento de sentença,8,2026
1028,4002824-76.2026.8.26.0348,DIREITO_CREDITORIO,0.2668,156,Cumprimento de sentença,11,2026
1029,0002185-41.2020.8.26.0606,DIREITO_CREDITORIO,0.2653,12078,Cumprimento de Sentença contra a Fazenda Pública,27,2020
1030,0006188-20.2025.8.26.0006,DIREITO_CREDITORIO,0.2644,156,Cumprimento de sentença,7,2025
