rank,numero_cnj,pid,score,ano_cnj,classe_nome,composite,link
4489,1001288-13.2024.4.01.3507,1057584,0.7185,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8085,https://voyager.was.dev.br/dashboard/processos/1057584/
4490,1046420-31.2021.4.01.3400,1789104,0.7634,2021,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8084,https://voyager.was.dev.br/dashboard/processos/1789104/
4491,1014689-05.2021.4.01.3307,1177693,0.7634,2021,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8084,https://voyager.was.dev.br/dashboard/processos/1177693/
4492,1000938-25.2024.4.01.3507,489398,0.7183,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8083,https://voyager.was.dev.br/dashboard/processos/489398/
4493,1003646-38.2020.4.01.3200,1252263,0.7783,2020,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8083,https://voyager.was.dev.br/dashboard/processos/1252263/
4494,1001584-92.2025.4.01.3315,1253392,0.7032,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8082,https://voyager.was.dev.br/dashboard/processos/1253392/
4495,1001266-52.2024.4.01.3507,476263,0.7182,2024,CUMPRIMENTO DE SENTENÇA,0.8082,https://voyager.was.dev.br/dashboard/processos/476263/
4496,1116991-56.2023.4.01.3400,392647,0.7331,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8081,https://voyager.was.dev.br/dashboard/processos/392647/
4497,1018872-33.2023.4.01.3700,532233,0.7331,2023,CUMPRIMENTO DE SENTENÇA,0.8081,https://voyager.was.dev.br/dashboard/processos/532233/
4498,1030684-20.2023.4.01.3200,1303754,0.7331,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8081,https://voyager.was.dev.br/dashboard/processos/1303754/
4499,1031153-45.2023.4.01.3304,461492,0.7331,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8081,https://voyager.was.dev.br/dashboard/processos/461492/
4500,1070398-66.2023.4.01.3400,1388199,0.7331,2023,CUMPRIMENTO DE SENTENÇA,0.8081,https://voyager.was.dev.br/dashboard/processos/1388199/
4501,1060251-51.2023.4.01.3700,329490,0.7331,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8081,https://voyager.was.dev.br/dashboard/processos/329490/
4502,1007340-74.2023.4.01.3502,363366,0.7331,2023,CUMPRIMENTO DE SENTENÇA,0.8081,https://voyager.was.dev.br/dashboard/processos/363366/
4503,1026848-67.2023.4.01.3902,493327,0.7331,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8081,https://voyager.was.dev.br/dashboard/processos/493327/
4504,1003609-82.2023.4.01.3304,245191,0.7331,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8081,https://voyager.was.dev.br/dashboard/processos/245191/
4505,1005013-92.2023.4.01.3200,1360017,0.7331,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8081,https://voyager.was.dev.br/dashboard/processos/1360017/
4506,1003186-95.2023.4.01.3701,1266402,0.7331,2023,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8081,https://voyager.was.dev.br/dashboard/processos/1266402/
4507,1003753-35.2023.4.01.3602,1177273,0.7330,2023,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8080,https://voyager.was.dev.br/dashboard/processos/1177273/
4508,1044569-40.2024.4.01.3500,2421102,0.7180,2024,CUMPRIMENTO DE SENTENçA,0.8080,https://voyager.was.dev.br/dashboard/processos/2421102/
4509,1005617-83.2024.4.01.3502,1324537,0.7180,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8080,https://voyager.was.dev.br/dashboard/processos/1324537/
4510,1057191-72.2024.4.01.3300,2416831,0.7180,2024,CUMPRIMENTO DE SENTENçA,0.8080,https://voyager.was.dev.br/dashboard/processos/2416831/
4511,1020187-89.2024.4.01.3400,1121142,0.7180,2024,CUMPRIMENTO DE SENTENçA,0.8080,https://voyager.was.dev.br/dashboard/processos/1121142/
4512,1011580-60.2024.4.01.3312,1383198,0.7180,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8080,https://voyager.was.dev.br/dashboard/processos/1383198/
4513,1004377-47.2024.4.01.3506,1528139,0.7180,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8080,https://voyager.was.dev.br/dashboard/processos/1528139/
4514,1001646-90.2024.4.01.3502,1293929,0.7180,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8080,https://voyager.was.dev.br/dashboard/processos/1293929/
4515,1055267-17.2024.4.01.3400,1355581,0.7180,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8080,https://voyager.was.dev.br/dashboard/processos/1355581/
4516,1011830-96.2024.4.01.3311,1097357,0.7180,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8080,https://voyager.was.dev.br/dashboard/processos/1097357/
4517,1001864-64.2024.4.01.3908,1726000,0.7180,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8080,https://voyager.was.dev.br/dashboard/processos/1726000/
4518,1009736-45.2024.4.01.4001,1602897,0.7180,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8080,https://voyager.was.dev.br/dashboard/processos/1602897/
4519,1038493-09.2024.4.01.3400,1407604,0.7180,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8080,https://voyager.was.dev.br/dashboard/processos/1407604/
4520,1003741-87.2024.4.01.3601,1735380,0.7180,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8080,https://voyager.was.dev.br/dashboard/processos/1735380/
4521,1020659-45.2024.4.01.3900,1511551,0.7180,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8080,https://voyager.was.dev.br/dashboard/processos/1511551/
4522,1006445-28.2024.4.01.4101,1664295,0.7180,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8080,https://voyager.was.dev.br/dashboard/processos/1664295/
4523,1022682-06.2024.4.01.3304,1642990,0.7180,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8080,https://voyager.was.dev.br/dashboard/processos/1642990/
4524,1003530-33.2024.4.01.3704,1737347,0.7180,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8080,https://voyager.was.dev.br/dashboard/processos/1737347/
4525,1005877-24.2024.4.01.3903,1422887,0.7180,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8080,https://voyager.was.dev.br/dashboard/processos/1422887/
4526,1004622-98.2024.4.01.4301,1648033,0.7180,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8080,https://voyager.was.dev.br/dashboard/processos/1648033/
4527,1000050-27.2022.4.01.3507,216335,0.7480,2022,CUMPRIMENTO DE SENTENÇA,0.8080,https://voyager.was.dev.br/dashboard/processos/216335/
4528,1000838-26.2022.4.01.3900,146076,0.7480,2022,CUMPRIMENTO DE SENTENÇA,0.8080,https://voyager.was.dev.br/dashboard/processos/146076/
4529,1016438-69.2022.4.01.4100,1301924,0.7480,2022,CUMPRIMENTO DE SENTENÇA,0.8080,https://voyager.was.dev.br/dashboard/processos/1301924/
4530,1001000-39.2022.4.01.3506,226867,0.7480,2022,CUMPRIMENTO DE SENTENÇA,0.8080,https://voyager.was.dev.br/dashboard/processos/226867/
4531,1000500-67.2022.4.01.3604,1498277,0.7479,2022,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8079,https://voyager.was.dev.br/dashboard/processos/1498277/
4532,1005654-06.2020.4.01.3000,1483241,0.7779,2020,CUMPRIMENTO DE SENTENÇA,0.8079,https://voyager.was.dev.br/dashboard/processos/1483241/
4533,1001399-81.2025.4.01.3306,1306391,0.7029,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8079,https://voyager.was.dev.br/dashboard/processos/1306391/
4534,1022057-26.2025.4.01.3307,1287793,0.7028,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8078,https://voyager.was.dev.br/dashboard/processos/1287793/
4535,0004316-96.2017.4.01.4300,209116,0.8227,2017,CUMPRIMENTO DE SENTENÇA,0.8077,https://voyager.was.dev.br/dashboard/processos/209116/
4536,1001305-26.2022.4.01.3602,1320431,0.7476,2022,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8076,https://voyager.was.dev.br/dashboard/processos/1320431/
4537,0049774-28.2014.4.01.3400,1630746,0.8674,2014,CUMPRIMENTO DE SENTENçA,0.8074,https://voyager.was.dev.br/dashboard/processos/1630746/
4538,1000318-62.2018.4.01.3300,1502099,0.8074,2018,CUMPRIMENTO DE SENTENÇA,0.8074,https://voyager.was.dev.br/dashboard/processos/1502099/
4539,1001634-61.2024.4.01.3507,490101,0.7173,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8073,https://voyager.was.dev.br/dashboard/processos/490101/
4540,1002193-52.2023.4.01.3507,295114,0.7323,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA MEDIANTE EXECUÇÃO INVERTIDA,0.8073,https://voyager.was.dev.br/dashboard/processos/295114/
4541,1000831-58.2022.4.01.3310,1311811,0.7471,2022,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8071,https://voyager.was.dev.br/dashboard/processos/1311811/
4542,1000188-61.2026.4.01.3504,1578724,0.6870,2026,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8070,https://voyager.was.dev.br/dashboard/processos/1578724/
4543,1000079-50.2026.4.01.3309,2419515,0.6870,2026,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8070,https://voyager.was.dev.br/dashboard/processos/2419515/
4544,1000193-15.2018.4.01.3100,3658,0.8069,2018,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8069,https://voyager.was.dev.br/dashboard/processos/3658/
4545,1000074-27.2018.4.01.3303,179705,0.8069,2018,CUMPRIMENTO DE SENTENÇA,0.8069,https://voyager.was.dev.br/dashboard/processos/179705/
4546,0002850-80.2019.4.01.3400,102517,0.7919,2019,CUMPRIMENTO DE SENTENÇA,0.8069,https://voyager.was.dev.br/dashboard/processos/102517/
4547,1000582-61.2019.4.01.4200,804226,0.7919,2019,CUMPRIMENTO DE SENTENÇA,0.8069,https://voyager.was.dev.br/dashboard/processos/804226/
4548,1010488-04.2025.4.01.3315,1296931,0.7018,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8068,https://voyager.was.dev.br/dashboard/processos/1296931/
4549,1005981-26.2022.4.01.3502,207952,0.7468,2022,CUMPRIMENTO DE SENTENÇA,0.8068,https://voyager.was.dev.br/dashboard/processos/207952/
4550,1003297-16.2022.4.01.3313,157329,0.7468,2022,CUMPRIMENTO DE SENTENÇA,0.8068,https://voyager.was.dev.br/dashboard/processos/157329/
4551,1003736-24.2022.4.01.3314,439613,0.7468,2022,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8068,https://voyager.was.dev.br/dashboard/processos/439613/
4552,1002759-53.2022.4.01.3501,531351,0.7468,2022,CUMPRIMENTO DE SENTENÇA,0.8068,https://voyager.was.dev.br/dashboard/processos/531351/
4553,1008389-87.2022.4.01.3502,196412,0.7468,2022,CUMPRIMENTO DE SENTENÇA,0.8068,https://voyager.was.dev.br/dashboard/processos/196412/
4554,1000848-88.2022.4.01.3506,287107,0.7468,2022,CUMPRIMENTO DE SENTENÇA,0.8068,https://voyager.was.dev.br/dashboard/processos/287107/
4555,1000172-55.2022.4.01.3502,116793,0.7468,2022,CUMPRIMENTO DE SENTENÇA,0.8068,https://voyager.was.dev.br/dashboard/processos/116793/
4556,1024004-35.2022.4.01.3400,1216018,0.7468,2022,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8068,https://voyager.was.dev.br/dashboard/processos/1216018/
4557,1067360-80.2022.4.01.3400,1205537,0.7468,2022,CUMPRIMENTO DE SENTENÇA DE AÇÕES COLETIVAS,0.8068,https://voyager.was.dev.br/dashboard/processos/1205537/
4558,1004313-16.2019.4.01.3602,1477686,0.7918,2019,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8068,https://voyager.was.dev.br/dashboard/processos/1477686/
4559,1078965-66.2021.4.01.3300,69155,0.7618,2021,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8068,https://voyager.was.dev.br/dashboard/processos/69155/
4560,1002974-18.2025.4.01.3600,1704154,0.7017,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8067,https://voyager.was.dev.br/dashboard/processos/1704154/
4561,1083925-94.2023.4.01.3300,383910,0.7317,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8067,https://voyager.was.dev.br/dashboard/processos/383910/
4562,1102531-73.2023.4.01.3300,2418282,0.7317,2023,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8067,https://voyager.was.dev.br/dashboard/processos/2418282/
4563,1103752-82.2023.4.01.3400,1380356,0.7317,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8067,https://voyager.was.dev.br/dashboard/processos/1380356/
4564,1023001-11.2023.4.01.3400,361404,0.7317,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8067,https://voyager.was.dev.br/dashboard/processos/361404/
4565,1032445-68.2023.4.01.3400,491989,0.7317,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8067,https://voyager.was.dev.br/dashboard/processos/491989/
4566,1003471-12.2023.4.01.3500,1288353,0.7317,2023,CUMPRIMENTO DE SENTENÇA DE AÇÕES COLETIVAS,0.8067,https://voyager.was.dev.br/dashboard/processos/1288353/
4567,1005726-76.2023.4.01.3100,377424,0.7317,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8067,https://voyager.was.dev.br/dashboard/processos/377424/
4568,1011642-80.2023.4.01.4300,409110,0.7317,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8067,https://voyager.was.dev.br/dashboard/processos/409110/
4569,1001962-40.2023.4.01.3502,304005,0.7317,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8067,https://voyager.was.dev.br/dashboard/processos/304005/
4570,1054870-46.2024.4.01.3500,1126518,0.7166,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8066,https://voyager.was.dev.br/dashboard/processos/1126518/
4571,1000381-38.2024.4.01.3507,418583,0.7166,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8066,https://voyager.was.dev.br/dashboard/processos/418583/
4572,0004762-93.2016.4.01.3311,43303,0.8366,2016,CUMPRIMENTO DE SENTENÇA,0.8066,https://voyager.was.dev.br/dashboard/processos/43303/
4573,1004484-03.2020.4.01.4001,640653,0.7765,2020,CUMPRIMENTO DE SENTENÇA,0.8065,https://voyager.was.dev.br/dashboard/processos/640653/
4574,1002037-69.2020.4.01.3507,178353,0.7765,2020,CUMPRIMENTO DE SENTENÇA,0.8065,https://voyager.was.dev.br/dashboard/processos/178353/
4575,1000380-70.2025.4.01.3102,1411272,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1411272/
4576,1003564-26.2025.4.01.4301,1207377,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1207377/
4577,1015814-87.2025.4.01.3300,1326142,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1326142/
4578,1010471-44.2025.4.01.4001,1308598,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1308598/
4579,1105683-52.2025.4.01.3400,1391113,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1391113/
4580,1043696-33.2025.4.01.3200,1395131,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1395131/
4581,1006138-55.2025.4.01.3902,1418032,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1418032/
4582,1013486-63.2025.4.01.3308,1422911,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1422911/
4583,1005782-87.2025.4.01.3311,1513007,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1513007/
4584,1015749-65.2025.4.01.3309,2419771,0.7015,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/2419771/
4585,1019961-50.2025.4.01.3400,1482461,0.7015,2025,CUMPRIMENTO DE SENTENÇA DE AÇÕES COLETIVAS,0.8065,https://voyager.was.dev.br/dashboard/processos/1482461/
4586,1020418-82.2025.4.01.3400,1465288,0.7015,2025,CUMPRIMENTO DE SENTENÇA DE AÇÕES COLETIVAS,0.8065,https://voyager.was.dev.br/dashboard/processos/1465288/
4587,1037151-69.2025.4.01.4000,1403214,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1403214/
4588,1003552-12.2025.4.01.4301,1241380,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1241380/
4589,1000510-18.2025.4.01.3601,1733465,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1733465/
4590,1000731-92.2025.4.01.3603,1726849,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1726849/
4591,1015547-88.2025.4.01.3309,2418295,0.7015,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/2418295/
4592,1105380-38.2025.4.01.3400,1512724,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1512724/
4593,1022406-59.2025.4.01.3200,1510397,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1510397/
4594,1108698-29.2025.4.01.3400,1300632,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1300632/
4595,1001048-08.2025.4.01.3501,1704487,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1704487/
4596,1006434-40.2025.4.01.3300,1476884,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1476884/
4597,1008661-82.2025.4.01.3306,1376665,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1376665/
4598,1012720-13.2025.4.01.3307,1267031,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1267031/
4599,1011198-57.2025.4.01.3304,1246596,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1246596/
4600,1015774-35.2025.4.01.3000,1358844,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1358844/
4601,1000772-59.2025.4.01.3603,1383298,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1383298/
4602,1020622-38.2025.4.01.3300,1639953,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1639953/
4603,1023729-90.2025.4.01.3300,1497980,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1497980/
4604,1014503-40.2025.4.01.3307,1267156,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1267156/
4605,1007525-11.2025.4.01.3901,1252015,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1252015/
4606,1003976-17.2025.4.01.3505,1410809,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1410809/
4607,1008853-21.2025.4.01.3304,1411433,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1411433/
4608,1009246-31.2025.4.01.3502,2413819,0.7015,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/2413819/
4609,1001712-39.2025.4.01.3501,1422552,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1422552/
4610,1014578-03.2025.4.01.3300,1701667,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1701667/
4611,1005155-77.2025.4.01.3313,1383675,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1383675/
4612,1077767-43.2025.4.01.3400,1515061,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1515061/
4613,1002503-17.2025.4.01.3304,1438332,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1438332/
4614,1008716-18.2025.4.01.3311,1488404,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1488404/
4615,1085521-36.2025.4.01.3400,2420588,0.7015,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/2420588/
4616,1004750-62.2025.4.01.3306,1505274,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1505274/
4617,1007095-35.2025.4.01.4200,1403960,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1403960/
4618,1008223-62.2025.4.01.3304,1509790,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1509790/
4619,1005550-69.2025.4.01.3313,1504594,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1504594/
4620,1012018-18.2025.4.01.3000,1386506,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1386506/
4621,1007238-42.2025.4.01.3903,1245842,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1245842/
4622,1010517-33.2025.4.01.4001,1308597,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1308597/
4623,1000150-25.2025.4.01.3200,1718738,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1718738/
4624,1007732-89.2025.4.01.4004,1505600,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1505600/
4625,1003503-73.2025.4.01.3200,1725346,0.7015,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1725346/
4626,1013740-33.2025.4.01.3309,1933859,0.7015,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1933859/
4627,1007125-93.2021.4.01.3300,1378883,0.7615,2021,CUMPRIMENTO DE SENTENÇA,0.8065,https://voyager.was.dev.br/dashboard/processos/1378883/
4628,1001220-92.2026.4.01.3313,1340825,0.6865,2026,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8065,https://voyager.was.dev.br/dashboard/processos/1340825/
4629,1026890-96.2025.4.01.3304,1225252,0.7014,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8064,https://voyager.was.dev.br/dashboard/processos/1225252/
4630,1004250-24.2019.4.01.3300,292845,0.7913,2019,CUMPRIMENTO DE SENTENÇA,0.8063,https://voyager.was.dev.br/dashboard/processos/292845/
4631,1066187-50.2024.4.01.3400,1534209,0.7162,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8062,https://voyager.was.dev.br/dashboard/processos/1534209/
4632,1036123-03.2024.4.01.4000,1468616,0.7162,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8062,https://voyager.was.dev.br/dashboard/processos/1468616/
