rank,numero_cnj,pid,score,ano_cnj,classe_nome,composite,link
1,1047957-32.2025.4.01.3300,1446087,0.9898,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0948,https://voyager.was.dev.br/dashboard/processos/1446087/
2,1036737-37.2025.4.01.3300,1161757,0.9782,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0832,https://voyager.was.dev.br/dashboard/processos/1161757/
3,1093994-45.2024.4.01.3400,1434854,0.9872,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0772,https://voyager.was.dev.br/dashboard/processos/1434854/
4,1096478-33.2024.4.01.3400,1161669,0.9871,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0771,https://voyager.was.dev.br/dashboard/processos/1161669/
5,1091472-45.2024.4.01.3400,1433357,0.9863,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0763,https://voyager.was.dev.br/dashboard/processos/1433357/
6,1095630-46.2024.4.01.3400,1436864,0.9862,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0762,https://voyager.was.dev.br/dashboard/processos/1436864/
7,1095627-91.2024.4.01.3400,1435276,0.9861,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0761,https://voyager.was.dev.br/dashboard/processos/1435276/
8,1095121-18.2024.4.01.3400,1434365,0.9854,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0754,https://voyager.was.dev.br/dashboard/processos/1434365/
9,1095137-69.2024.4.01.3400,1437639,0.9851,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0751,https://voyager.was.dev.br/dashboard/processos/1437639/
10,1095122-03.2024.4.01.3400,1436957,0.9851,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0751,https://voyager.was.dev.br/dashboard/processos/1436957/
11,1096955-56.2024.4.01.3400,1438147,0.9848,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0748,https://voyager.was.dev.br/dashboard/processos/1438147/
12,1097399-89.2024.4.01.3400,1436958,0.9843,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0743,https://voyager.was.dev.br/dashboard/processos/1436958/
13,1095125-55.2024.4.01.3400,1161553,0.9841,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0741,https://voyager.was.dev.br/dashboard/processos/1161553/
14,1091466-38.2024.4.01.3400,1162576,0.9620,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0520,https://voyager.was.dev.br/dashboard/processos/1162576/
15,1053918-76.2024.4.01.3400,1253548,0.9492,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0392,https://voyager.was.dev.br/dashboard/processos/1253548/
16,1091464-68.2024.4.01.3400,1786571,0.9466,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0366,https://voyager.was.dev.br/dashboard/processos/1786571/
17,1031068-28.2024.4.01.3400,1172243,0.9444,2024,Cumprimento de Sentença de Ações Coletivas,1.0344,https://voyager.was.dev.br/dashboard/processos/1172243/
18,1000978-76.2025.4.01.3602,1644306,0.9291,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0341,https://voyager.was.dev.br/dashboard/processos/1644306/
19,1115000-45.2023.4.01.3400,1172259,0.9585,2023,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0335,https://voyager.was.dev.br/dashboard/processos/1172259/
20,1006171-78.2025.4.01.3600,1182573,0.9264,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0314,https://voyager.was.dev.br/dashboard/processos/1182573/
21,1000426-25.2023.4.01.4300,207659,0.9532,2023,CUMPRIMENTO DE SENTENÇA,1.0282,https://voyager.was.dev.br/dashboard/processos/207659/
22,1080451-72.2024.4.01.3400,1260422,0.9347,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0247,https://voyager.was.dev.br/dashboard/processos/1260422/
23,1031316-91.2024.4.01.3400,1242844,0.9338,2024,Cumprimento de Sentença de Ações Coletivas,1.0238,https://voyager.was.dev.br/dashboard/processos/1242844/
24,1022897-30.2025.4.01.3600,2321854,0.9187,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0237,https://voyager.was.dev.br/dashboard/processos/2321854/
25,1000035-24.2023.4.01.3507,207356,0.9473,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0223,https://voyager.was.dev.br/dashboard/processos/207356/
26,1009144-06.2025.4.01.3600,1534231,0.9168,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0218,https://voyager.was.dev.br/dashboard/processos/1534231/
27,1001420-42.2025.4.01.3602,1656631,0.9155,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0205,https://voyager.was.dev.br/dashboard/processos/1656631/
28,1009244-58.2025.4.01.3600,1215625,0.9141,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0191,https://voyager.was.dev.br/dashboard/processos/1215625/
29,1047803-91.2024.4.01.3900,1386969,0.9288,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0188,https://voyager.was.dev.br/dashboard/processos/1386969/
30,1039428-24.2025.4.01.3300,1294190,0.9136,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0186,https://voyager.was.dev.br/dashboard/processos/1294190/
31,1001031-57.2025.4.01.3602,1423564,0.9136,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0186,https://voyager.was.dev.br/dashboard/processos/1423564/
32,1001003-95.2025.4.01.3600,1704138,0.9121,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0171,https://voyager.was.dev.br/dashboard/processos/1704138/
33,1000834-96.2025.4.01.3313,1242343,0.9111,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0161,https://voyager.was.dev.br/dashboard/processos/1242343/
34,1000501-47.2025.4.01.3313,1242400,0.9100,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0150,https://voyager.was.dev.br/dashboard/processos/1242400/
35,1000258-18.2025.4.01.3600,1641786,0.9100,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0150,https://voyager.was.dev.br/dashboard/processos/1641786/
36,1026264-77.2025.4.01.3304,2414640,0.9095,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0145,https://voyager.was.dev.br/dashboard/processos/2414640/
37,1026189-23.2025.4.01.3600,1297495,0.9089,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0139,https://voyager.was.dev.br/dashboard/processos/1297495/
38,1008830-15.2024.4.01.3400,1503877,0.9233,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0133,https://voyager.was.dev.br/dashboard/processos/1503877/
39,1003902-34.2024.4.01.4301,533344,0.9233,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0133,https://voyager.was.dev.br/dashboard/processos/533344/
40,1001536-76.2024.4.01.3507,488228,0.9226,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0126,https://voyager.was.dev.br/dashboard/processos/488228/
41,1027554-67.2024.4.01.3400,1260512,0.9217,2024,Cumprimento de Sentença de Ações Coletivas,1.0117,https://voyager.was.dev.br/dashboard/processos/1260512/
42,1009008-24.2025.4.01.3304,1586654,0.9066,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0116,https://voyager.was.dev.br/dashboard/processos/1586654/
43,1009279-18.2025.4.01.3600,1397180,0.9060,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0110,https://voyager.was.dev.br/dashboard/processos/1397180/
44,1001888-12.2025.4.01.3503,2413977,0.9060,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0110,https://voyager.was.dev.br/dashboard/processos/2413977/
45,1004738-67.2024.4.01.3602,1528159,0.9206,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0106,https://voyager.was.dev.br/dashboard/processos/1528159/
46,1000430-45.2025.4.01.3313,1242697,0.9054,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0104,https://voyager.was.dev.br/dashboard/processos/1242697/
47,1000489-04.2023.4.01.3507,255920,0.9349,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0099,https://voyager.was.dev.br/dashboard/processos/255920/
48,1063558-69.2025.4.01.3400,1373909,0.9042,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0092,https://voyager.was.dev.br/dashboard/processos/1373909/
49,1001279-23.2025.4.01.3602,1421509,0.9029,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0079,https://voyager.was.dev.br/dashboard/processos/1421509/
50,1079944-14.2024.4.01.3400,1253419,0.9161,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0061,https://voyager.was.dev.br/dashboard/processos/1253419/
51,1001108-66.2025.4.01.3602,1638447,0.9008,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0058,https://voyager.was.dev.br/dashboard/processos/1638447/
52,1000044-42.2025.4.01.3304,1373893,0.9008,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0058,https://voyager.was.dev.br/dashboard/processos/1373893/
53,1076486-32.2023.4.01.3300,2417113,0.9308,2023,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0058,https://voyager.was.dev.br/dashboard/processos/2417113/
54,1091471-60.2024.4.01.3400,1787061,0.9153,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0053,https://voyager.was.dev.br/dashboard/processos/1787061/
55,1002602-69.2025.4.01.3600,1183067,0.9001,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0051,https://voyager.was.dev.br/dashboard/processos/1183067/
56,1004586-76.2025.4.01.3313,1242830,0.8994,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0044,https://voyager.was.dev.br/dashboard/processos/1242830/
57,1038577-73.2025.4.01.3400,1519104,0.8994,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0044,https://voyager.was.dev.br/dashboard/processos/1519104/
58,1019578-45.2025.4.01.3700,1386894,0.8994,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0044,https://voyager.was.dev.br/dashboard/processos/1386894/
59,1039799-02.2023.4.01.3900,1420786,0.9288,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0038,https://voyager.was.dev.br/dashboard/processos/1420786/
60,1003021-23.2024.4.01.3601,1360790,0.9137,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0037,https://voyager.was.dev.br/dashboard/processos/1360790/
61,1000857-69.2025.4.01.3304,2414776,0.8986,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0036,https://voyager.was.dev.br/dashboard/processos/2414776/
62,1003992-05.2024.4.01.3602,1379102,0.9132,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0032,https://voyager.was.dev.br/dashboard/processos/1379102/
63,1002922-74.2025.4.01.4100,2420792,0.8979,2025,CUMPRIMENTO DE SENTENçA,1.0029,https://voyager.was.dev.br/dashboard/processos/2420792/
64,1017844-83.2025.4.01.3304,1445949,0.8971,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0021,https://voyager.was.dev.br/dashboard/processos/1445949/
65,1000966-62.2025.4.01.3602,2327425,0.8971,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0021,https://voyager.was.dev.br/dashboard/processos/2327425/
66,1000707-35.2023.4.01.3506,460884,0.9267,2023,CUMPRIMENTO DE SENTENÇA,1.0017,https://voyager.was.dev.br/dashboard/processos/460884/
67,1089631-15.2024.4.01.3400,1260690,0.9113,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0013,https://voyager.was.dev.br/dashboard/processos/1260690/
68,1005552-39.2025.4.01.3313,1289443,0.8963,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0013,https://voyager.was.dev.br/dashboard/processos/1289443/
69,1010209-51.2025.4.01.3304,1532646,0.8963,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0013,https://voyager.was.dev.br/dashboard/processos/1532646/
70,1005856-15.2023.4.01.3602,1462251,0.9257,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0007,https://voyager.was.dev.br/dashboard/processos/1462251/
71,1066983-41.2024.4.01.3400,1361443,0.9103,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0003,https://voyager.was.dev.br/dashboard/processos/1361443/
72,1002444-60.2024.4.01.3305,1517452,0.9103,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,1.0003,https://voyager.was.dev.br/dashboard/processos/1517452/
73,1032044-95.2025.4.01.3304,2414637,0.8952,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,1.0002,https://voyager.was.dev.br/dashboard/processos/2414637/
74,1000070-23.2024.4.01.3903,1512275,0.9098,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9998,https://voyager.was.dev.br/dashboard/processos/1512275/
75,1002369-60.2025.4.01.3313,1242694,0.8947,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9997,https://voyager.was.dev.br/dashboard/processos/1242694/
76,1000478-44.2024.4.01.3602,1375462,0.9097,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9997,https://voyager.was.dev.br/dashboard/processos/1375462/
77,1019623-92.2024.4.01.3600,1646930,0.9092,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9992,https://voyager.was.dev.br/dashboard/processos/1646930/
78,1006017-48.2025.4.01.3313,1242653,0.8938,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9988,https://voyager.was.dev.br/dashboard/processos/1242653/
79,1051330-62.2025.4.01.3400,1293714,0.8935,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9985,https://voyager.was.dev.br/dashboard/processos/1293714/
80,1013781-52.2024.4.01.3400,1379932,0.9083,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9983,https://voyager.was.dev.br/dashboard/processos/1379932/
81,1013234-76.2024.4.01.3702,1240344,0.9072,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9972,https://voyager.was.dev.br/dashboard/processos/1240344/
82,1018523-83.2025.4.01.3304,1373709,0.8921,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9971,https://voyager.was.dev.br/dashboard/processos/1373709/
83,1002550-04.2024.4.01.3602,1461472,0.9066,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9966,https://voyager.was.dev.br/dashboard/processos/1461472/
84,1007027-36.2025.4.01.3311,1362257,0.8912,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9962,https://voyager.was.dev.br/dashboard/processos/1362257/
85,1009726-21.2025.4.01.3304,2414577,0.8912,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9962,https://voyager.was.dev.br/dashboard/processos/2414577/
86,1001683-80.2025.4.01.3503,2414050,0.8912,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9962,https://voyager.was.dev.br/dashboard/processos/2414050/
87,1094554-50.2025.4.01.3400,2419969,0.8912,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9962,https://voyager.was.dev.br/dashboard/processos/2419969/
88,1003578-67.2025.4.01.3506,1288337,0.8912,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9962,https://voyager.was.dev.br/dashboard/processos/1288337/
89,1003581-19.2024.4.01.3001,1440666,0.9060,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9960,https://voyager.was.dev.br/dashboard/processos/1440666/
90,1001396-42.2024.4.01.3507,488281,0.9060,2024,CUMPRIMENTO DE SENTENÇA,0.9960,https://voyager.was.dev.br/dashboard/processos/488281/
91,1001668-45.2024.4.01.3601,1521124,0.9060,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9960,https://voyager.was.dev.br/dashboard/processos/1521124/
92,1005488-12.2024.4.01.4300,1641161,0.9060,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9960,https://voyager.was.dev.br/dashboard/processos/1641161/
93,1088711-41.2024.4.01.3400,1253447,0.9059,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9959,https://voyager.was.dev.br/dashboard/processos/1253447/
94,1001715-10.2024.4.01.3507,1100054,0.9055,2024,CUMPRIMENTO DE SENTENÇA,0.9955,https://voyager.was.dev.br/dashboard/processos/1100054/
95,1026392-19.2024.4.01.3600,1656891,0.9055,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9955,https://voyager.was.dev.br/dashboard/processos/1656891/
96,1013969-08.2025.4.01.3304,1373921,0.8903,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9953,https://voyager.was.dev.br/dashboard/processos/1373921/
97,1019563-03.2025.4.01.3304,2414647,0.8903,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9953,https://voyager.was.dev.br/dashboard/processos/2414647/
98,1001927-43.2024.4.01.3503,519490,0.9049,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9949,https://voyager.was.dev.br/dashboard/processos/519490/
99,1002034-33.2024.4.01.4103,1425783,0.9046,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9946,https://voyager.was.dev.br/dashboard/processos/1425783/
100,1012645-04.2025.4.01.3200,1388576,0.8893,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9943,https://voyager.was.dev.br/dashboard/processos/1388576/
101,1025155-22.2025.4.01.3500,2414721,0.8893,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9943,https://voyager.was.dev.br/dashboard/processos/2414721/
102,1004178-68.2024.4.01.4300,1721817,0.9043,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9943,https://voyager.was.dev.br/dashboard/processos/1721817/
103,1099077-42.2024.4.01.3400,1284039,0.9036,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9936,https://voyager.was.dev.br/dashboard/processos/1284039/
104,1006080-73.2025.4.01.3313,1242699,0.8884,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9934,https://voyager.was.dev.br/dashboard/processos/1242699/
105,1040988-26.2024.4.01.3400,1261729,0.9032,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9932,https://voyager.was.dev.br/dashboard/processos/1261729/
106,1002795-21.2024.4.01.3503,1719961,0.9030,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9930,https://voyager.was.dev.br/dashboard/processos/1719961/
107,1001517-76.2024.4.01.3602,1646903,0.9027,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9927,https://voyager.was.dev.br/dashboard/processos/1646903/
108,1002321-14.2024.4.01.3903,1512241,0.9024,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9924,https://voyager.was.dev.br/dashboard/processos/1512241/
109,1025948-98.2024.4.01.3304,2414689,0.9024,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9924,https://voyager.was.dev.br/dashboard/processos/2414689/
110,1018366-07.2025.4.01.3500,1411601,0.8874,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9924,https://voyager.was.dev.br/dashboard/processos/1411601/
111,1068296-80.2023.4.01.3300,349401,0.9171,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9921,https://voyager.was.dev.br/dashboard/processos/349401/
112,1009075-94.2023.4.01.4100,2420771,0.9169,2023,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9919,https://voyager.was.dev.br/dashboard/processos/2420771/
113,1082694-52.2025.4.01.3400,2420285,0.8864,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9914,https://voyager.was.dev.br/dashboard/processos/2420285/
114,1020049-85.2025.4.01.3304,1373881,0.8864,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9914,https://voyager.was.dev.br/dashboard/processos/1373881/
115,1009147-47.2023.4.01.3400,1387087,0.9163,2023,CUMPRIMENTO DE SENTENÇA,0.9913,https://voyager.was.dev.br/dashboard/processos/1387087/
116,1000191-84.2025.4.01.4301,1253435,0.8860,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9910,https://voyager.was.dev.br/dashboard/processos/1253435/
117,1000030-25.2025.4.01.3315,1234623,0.8857,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9907,https://voyager.was.dev.br/dashboard/processos/1234623/
118,1001610-33.2024.4.01.3507,519491,0.9005,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9905,https://voyager.was.dev.br/dashboard/processos/519491/
119,1007990-05.2024.4.01.3303,1305223,0.9005,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9905,https://voyager.was.dev.br/dashboard/processos/1305223/
120,1002001-51.2025.4.01.3313,1242704,0.8853,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9903,https://voyager.was.dev.br/dashboard/processos/1242704/
121,1104726-51.2025.4.01.3400,2421039,0.8853,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9903,https://voyager.was.dev.br/dashboard/processos/2421039/
122,1104920-51.2025.4.01.3400,2420060,0.8853,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9903,https://voyager.was.dev.br/dashboard/processos/2420060/
123,1003534-16.2023.4.01.3507,490260,0.9147,2023,CUMPRIMENTO DE SENTENÇA,0.9897,https://voyager.was.dev.br/dashboard/processos/490260/
124,1000936-48.2025.4.01.3304,1373932,0.8843,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9893,https://voyager.was.dev.br/dashboard/processos/1373932/
125,1001853-16.2025.4.01.3903,1284813,0.8843,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9893,https://voyager.was.dev.br/dashboard/processos/1284813/
126,1003123-08.2025.4.01.3602,1389564,0.8842,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9892,https://voyager.was.dev.br/dashboard/processos/1389564/
127,1031538-56.2024.4.01.3304,1586689,0.8984,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9884,https://voyager.was.dev.br/dashboard/processos/1586689/
128,1002911-18.2024.4.01.3603,1736345,0.8984,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9884,https://voyager.was.dev.br/dashboard/processos/1736345/
129,1031722-46.2023.4.01.3304,2414817,0.9127,2023,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9877,https://voyager.was.dev.br/dashboard/processos/2414817/
130,1078218-05.2024.4.01.3400,1243291,0.8977,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9877,https://voyager.was.dev.br/dashboard/processos/1243291/
131,1088504-15.2024.4.01.3700,1368270,0.8977,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9877,https://voyager.was.dev.br/dashboard/processos/1368270/
132,1095586-97.2024.4.01.3700,1368234,0.8977,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9877,https://voyager.was.dev.br/dashboard/processos/1368234/
133,1000765-35.2023.4.01.3507,272377,0.9123,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9873,https://voyager.was.dev.br/dashboard/processos/272377/
134,1067954-98.2025.4.01.3300,2414723,0.8821,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9871,https://voyager.was.dev.br/dashboard/processos/2414723/
135,1022411-60.2025.4.01.3304,1594403,0.8821,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9871,https://voyager.was.dev.br/dashboard/processos/1594403/
136,1004709-74.2025.4.01.3313,1242663,0.8821,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9871,https://voyager.was.dev.br/dashboard/processos/1242663/
137,1069470-18.2023.4.01.3400,1627482,0.9120,2023,CUMPRIMENTO DE SENTENÇA DE AÇÕES COLETIVAS,0.9870,https://voyager.was.dev.br/dashboard/processos/1627482/
138,1008707-87.2024.4.01.3700,1501072,0.8969,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9869,https://voyager.was.dev.br/dashboard/processos/1501072/
139,1006642-80.2023.4.01.3304,266237,0.9119,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9869,https://voyager.was.dev.br/dashboard/processos/266237/
140,1000596-48.2023.4.01.3604,1607177,0.9119,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9869,https://voyager.was.dev.br/dashboard/processos/1607177/
141,1001991-97.2026.4.01.3304,2414899,0.8665,2026,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9865,https://voyager.was.dev.br/dashboard/processos/2414899/
142,1000215-62.2026.4.01.3304,1594488,0.8665,2026,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9865,https://voyager.was.dev.br/dashboard/processos/1594488/
